release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-09-26,Play,Doug E. Fresh,,Gold,"6,786,734",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Doug%20E.%20Fresh-%20Play.jpg,https://open.spotify.com/album/5vENggvAF47Nn791ufeWTX,https://music.apple.com/us/playlist/doug-e-fresh-essentials/pl.db66f8b286fe467295ffab4942dabd1a
2025-09-26,"4,5,6",Kool G Rap,#24,,"23,174,716","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Kool%20G%20Rap-%204,5,6.jpg",https://open.spotify.com/album/3RaK95jcB6YrjBiBEp32Dd,https://music.apple.com/us/album/4-5-6-ep/1723100759
2025-09-26,Release Therapy,Ludacris,#1,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Ludacris-%20Release%20Therapy.jpg,https://open.spotify.com/album/77u9Ndnhi4raBZfnl22Jzg,https://music.apple.com/us/album/release-therapy/1446009187
2025-09-26,Flow Season,Main Flow and 7L,,,"132,915",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Main%20Flow%20and%207L-%20Flow%20Season.jpg,https://open.spotify.com/album/6oyCsf1lng6OWCRnUVLgXL,https://music.apple.com/us/album/flow-season/192737555
2025-09-26,"Let's Get Ready",Mystikal,#1,,"107,360,656","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Mystikal-%20Let's%20Get%20Ready.jpg",https://open.spotify.com/album/388lv1ynvLzyJooZsNmf0l,https://music.apple.com/us/album/lets-get-ready/303175043
2025-09-26,Nationwide Rip Ridaz,Nationwide Rip Ridaz,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Nationwide%20Rip%20Ridaz-%20Nationwide%20Rip%20Ridaz.jpg,https://open.spotify.com/album/6pcJrgg883ogZAMYyncvvG,https://music.apple.com/us/album/nationwide-rip-ridaz/26114479
2025-09-26,Ventilation: Da LP,Phife Dawg,#175,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Phife%20Dawg-%20Ventilation_%20Da%20LP.jpg,https://open.spotify.com/album/7oxpicGFT30vMcZdZO9AJI,
2025-09-26,The RBX Files,RBX,#62,,"681,636",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/RBX-%20The%20RBX%20Files.jpg,https://open.spotify.com/album/3GqkjqXLmehRbM8OVvStvL,https://music.apple.com/us/album/the-rbx-files/281820212
2025-09-26,Beware of Dog,Shad Moss,#8,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Beware_of_dog.jpg,,https://music.apple.com/us/album/beware-of-dog/315027516
2025-09-26,Shyne,Shyne,#5,Gold,"92,136,504",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Shyne-%20Shyne.jpg,https://open.spotify.com/track/7rzbAd8dsYRt2fPcxhPf92,https://music.apple.com/si/artist/shyne/7197315
2025-09-26,Bridging the Gap,The Black Eyed Peas,#67,Gold,"16,803,566",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_26/Black_Eyed_Peas_-_Bridging_the_Gap.jpg,https://open.spotify.com/album/2haqnus2tl9nBATTVyXvCW,https://music.apple.com/us/album/bridging-the-gap/1462086758
2025-09-27,Man Up,116 Clique,#82,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/116%20Clique-%20Man%20Up.jpg,https://open.spotify.com/album/6fSKi6TfeqQazb9QlpfRUy,https://music.apple.com/us/album/man-up/1533142440
2025-09-27,The Wonder Years,9th Wonder,#70,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/9th%20Wonder-%20The%20Wonder%20Years.jpg,https://open.spotify.com/album/0SnnejMBMdgkNyS4XqJBL4,https://music.apple.com/us/album/the-wonder-years/464998901
2025-09-27,Speaking in Tongues,Bizzy Bone,#183,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Bizzy%20Bone-%20Speaking%20in%20Tongues.jpg,https://open.spotify.com/intl-id/album/6DFDBKGMAEsB2zQzM8vCgo,
2025-09-27,The Craft,Blackalicious,#102,,"6,659,397",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Blackalicious-%20The%20Craft.jpg,https://open.spotify.com/album/2Yj68gAz1cESYUeznaWJfg,https://music.apple.com/za/album/the-craft/1485020660
2025-09-27,Open,Blu,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Blu-Open.jpg,https://open.spotify.com/album/2de8EJBNY82zX6z2PJKTep,
2025-09-27,Cozart,Chief Keef,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Chief%20Keef-%20Cozart.jpg,https://open.spotify.com/album/0c8FcA2EY1SWnhl0jIqz50,
2025-09-27,Raw Forever,Cormega,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Cormega-%20Raw%20Forever.jpg,https://open.spotify.com/album/5eGlp8ZzB5QmSlW4E55X1V,
2025-09-27,Kirk,DaBaby,#1,Platinum,"2,246,012,523",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/DaBaby-%20Kirk.jpg,https://open.spotify.com/album/1NsTSXjVNE7XmZ8PmyW0wl,https://music.apple.com/us/album/kirk/1480804964
2025-09-27,Atrocity Exhibition,Danny Brown,#77,,"163,897,681",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Danny%20Brown-%20Atrocity%20Exhibition.jpg,https://open.spotify.com/album/3e7vtKJ3m1zVh38VGq2g3H,https://music.apple.com/us/album/atrocity-exhibition/1142690534
2025-09-27,Notorious,Donald D,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Notorious_(Donald_D_album).jpg,,https://music.apple.com/us/music-video/notorious/332779137
2025-09-27,Cats & Dogs,Evidence,#59,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Evidence-%20Cats%20&%20Dogs.jpg,https://open.spotify.com/album/6MswR0NuMBDQ5ySDyKFtfZ,https://music.apple.com/us/album/cats-dogs/1516726617
2025-09-27,Cole World: The Sideline Story,J. Cole,#1,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/ColeWorld.jpeg,https://open.spotify.com/album/0fhmJYVhW0e4i33pCLPA5i,https://music.apple.com/us/album/cole-world-the-sideline-story/1440545854
2025-09-27,S.P.T.A. (Said Person of That Ability),J-Live,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/S.P.T.A.%20(Said%20Person%20of%20That%20Ability).jpg,https://open.spotify.com/album/4LM2iIdZGJyIaSYtBVs3j6,https://music.apple.com/us/album/s-p-t-a-said-person-of-that-ability/463691778
2025-09-27,Old Habits Die Hard,Joey Cool,,,"2,024,985",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Joey%20Cool-Old%20Habits%20Die%20Hard.jpg,https://open.spotify.com/album/7dwhh2XZurpZtn9QTHGtMe,https://music.apple.com/bw/album/old-habits-die-hard/1478823036
2025-09-27,"I'm Him",Kevin Gates,#4,Gold,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Kevin%20Gates-%20I'm%20Him.jpg",https://open.spotify.com/album/7JgDLtQ8g7RrfNdLf4Dk2I,https://music.apple.com/us/album/im-him/1481393251
2025-09-27,The Naked Truth,"Lil' Kim",#6,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Lil'%20Kim-%20The%20Naked%20Truth.jpg",https://open.spotify.com/album/0f0p5YbL8yy5aFtCNGlmvg,https://music.apple.com/pl/album/naked-truth/81864927
2025-09-27,I Am Not a Human Being,Lil Wayne,#1,Gold,"1,655,004,956",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Lil%20Wayne-%20I%20Am%20Not%20a%20Human%20Being.jpg,https://open.spotify.com/album/5vfnsOgLqsgmEb3vGyc2FO,https://music.apple.com/us/album/i-am-not-a-human-being/1443166329
2025-09-27,Medicine Show #12: Raw Medicine,Madlib,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Medicine%20Show%2012%20Raw%20Medicine.jpg,,https://music.apple.com/gb/album/madlib-medicine-show-no-12-raw-medicine-madlib-remixes/1762666637
2025-09-27,Charity Starts At Home,Phonte,#56,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Phonte-%20Charity%20Starts%20At%20Home.jpg,https://open.spotify.com/album/6qtEmaL8pd9nIJ4GiQS2Zj,https://music.apple.com/us/album/charity-starts-at-home/463921756
2025-09-27,Libertad 548,Pitbull,#548,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Pitbull-%20Libertad%20548.jpg,https://open.spotify.com/album/6nCJAxRvXmPkPiZo8Vh5ZG,https://music.apple.com/us/album/libertad-548/1489999340
2025-09-27,Shade Business,PMD,#65,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/PMD-%20Shade%20Business.jpg,https://open.spotify.com/album/2S5fsaaIlwzbsAwauSyvPP,https://music.apple.com/us/album/shade-business/1614533103
2025-09-27,The Summer Years,Tabi Bonney,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Tabi%20Bonney-%20The%20Summer%20Years.jpeg,https://open.spotify.com/album/2wVHm3V83WdNhk5TUhw3S7,https://music.apple.com/us/album/the-summer-years/893766952
2025-09-27,The Indictment,The Jacka,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/The%20Jacka-The%20Indictment.jpg,https://open.spotify.com/album/0oeHsohzOgXeUIaz2NtwQR,https://music.apple.com/us/album/the-indictment/461739545
2025-09-27,Most Known Unknown,Three 6 Mafia,#3,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Three%206%20Mafia-%20Most%20Known%20Unknown.jpg,https://open.spotify.com/album/0kTLdP4XPeJGsbr2L8ikyF,https://music.apple.com/us/album/most-known-unknown-bonus-tracks/160304156
2025-09-27,Herstory in the Making,Young M.A,#16,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_27/Young%20M.A-%20Herstory%20in%20the%20Making.jpg,https://open.spotify.com/album/1F1JJHhqMo5DETJkesqGpG,https://music.apple.com/us/album/herstory-in-the-making/1478220530
2025-09-28,Incarcerated,Boosie Badazz,#13,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Boosie%20Badazz-%20Incarcerated.jpg,https://open.spotify.com/album/1L4xcJZ6450wmjN8unfluL,https://music.apple.com/sa/album/incarcerated/1722392648
2025-09-28,Entrapment,Big Remo,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Big%20Remo-%20Entrapment.jpg,https://open.spotify.com/album/0kjGf9dDHa8toHmtnlFSEC,https://music.apple.com/bw/artist/big-remo/324220012
2025-09-28,A Drip Like This,Blake,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Blake-%20A%20Drip%20Like%20This.jpg,https://open.spotify.com/album/3AUhx9t4wO8vBaefa9riqT,https://music.apple.com/us/album/a-drip-like-this/1437312709
2025-09-28,Failure,Bones,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Bones-Failure.jpg,https://open.spotify.com/album/6yVtOfmzJfSNJkExTlbfm8,https://music.apple.com/us/album/failure/1447553252
2025-09-28,Criminal Minded (Elite Edition),Boogie Down Productions,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Boogie%20Down%20Productions-%20Criminal%20Minded%20(Elite%20Edition).jpg,https://open.spotify.com/album/0ayr7D9WmSb2hI5VwykmFi,https://music.apple.com/us/album/criminal-minded/1094407338
2025-09-28,The Harvest Vol. 1: The Mixtape,B-Real,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/B-Real-%20The%20Harvest%20Vol.%201_%20The%20Mixtape.webp,https://open.spotify.com/album/4J70cuZYD23yZDVBBMWyYi,https://music.apple.com/us/album/the-harvest-vol-1/1676947479
2025-09-28,Brown Study,Brown Study,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Brown%20Study-%20Brown%20Study.jpg,,
2025-09-28,Activity,Count Bass D & DJ Pocket,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Count%20Bass%20D%20&%20DJ%20Pocket-Activity.jpg,https://open.spotify.com/album/2xvlVoT2YFozrboOyg38tr,https://music.apple.com/us/album/activity/386384350
2025-09-28,Elephants on Acid,Cypress Hill,#120,,"72,018,203",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/CypressHill-Elephants_On_Acid.jpg,https://open.spotify.com/album/1ASgOyz7LayRS6Td0gzqjU,https://music.apple.com/jp/album/elephants-on-acid/1405708942?l=en-US
2025-09-28,Strange Games & Funky Things Volume 5,DJ Spinna & BBE Soundsystem,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Strange%20Games%20&%20Funky%20Things.jpg,https://open.spotify.com/album/7sN6i9bLTLK1nTRhDoOncP,
2025-09-28,Volume Two,Dom Kennedy,,,"14,812,210",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Dom%20Kennedy-%20Volume%20Two.jpg,https://open.spotify.com/album/7evLKYbd8n45XmluvRHjFO,https://music.apple.com/us/album/volume-two/1437899976
2025-09-28,Fashionably Late,Donnis,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Donnis-%20Fashionably%20Late.jpg,,https://music.apple.com/us/album/fashionably-late-ep/376858910
2025-09-28,"Good Gas, Vol. 2",Good Gas and FKi 1st,,,"36,436,317","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Good%20Gas,%20Vol.%202.jpg",https://open.spotify.com/album/5HRACanD0eFXPlHubEHml6,https://music.apple.com/us/album/good-gas-vol-2-ep/1437019622
2025-09-28,G.U.R.U. (Gifted Unlimited Rhymes Universal),Group Home,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/G.U.R.U.%20(Gifted%20Unlimited%20Rhymes%20Universal).jpg,https://open.spotify.com/album/0RDBURR6v5W947meVZOmtu,https://music.apple.com/gb/album/gifted-unlimited-rhymes-universal/389437178
2025-09-28,"The Appeal: Georgia's Most Wanted",Gucci Mane,#4,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/The%20Appeal_%20Georgia's%20Most%20Wanted.jpg",https://open.spotify.com/album/2ZyLs5FJMzcpOOi1iPqnQt,https://music.apple.com/us/album/the-appeal-georgias-most-wanted/392608251
2025-09-28,A Tiger Dancing,Heiruspecs,,,"10,066,633",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Heiruspecs-A%20Tiger%20Dancing.jpg,https://open.spotify.com/album/74B8v2Ky42FrEYg2qJpBrQ,https://music.apple.com/tr/album/saul-williams/1444100160
2025-09-28,Heaven Razah,Hell Razah,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Hell%20Razah-%20Heaven%20Razah.jpg,https://open.spotify.com/album/4kQQct4xIUrwFHGoF9x7Tm,https://music.apple.com/in/album/heaven-razah/391929895
2025-09-28,"Swing'n",Hi-C,#63,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Hi-C-Swing'n.jpg",https://open.spotify.com/album/1u00k2njKACEO3rfK5otD5,https://music.apple.com/us/album/swingn/216054324
2025-09-28,I Am the West,Ice Cube,#22,,"56,160,268",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Ice%20Cube-I%20Am%20the%20West.jpg,https://open.spotify.com/album/1WXp9ofuosOWHVjkEnvuzL,https://music.apple.com/us/album/i-am-the-west/715643559
2025-09-28,Herringbone Jones,J-Bo,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/J-Bo-%20Herringbone%20Jones.jpg,https://open.spotify.com/album/5v4YuxNrYaO9CL5U9ehuQa,https://music.apple.com/us/album/herringbone-jones/393370618
2025-09-28,Back On Money,Kane & Abel,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Kane%20&%20Abel-%20Back%20On%20Money.jpg,https://open.spotify.com/album/5hzOzJKQfvpJyhKWWmxBmx,https://music.apple.com/us/album/back-on-money/393163525
2025-09-28,Luca Brasi 3,Kevin Gates,#4,Platinum,"472,387,835",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Luca_Brasi_3.jpg,https://open.spotify.com/album/0iU6k5p5NFNbAc1MOFMusJ,https://music.apple.com/us/album/luca-brasi-3/1437183242
2025-09-28,A Murder In Room 8,Koopsta Knicca,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Koopsta%20Knicca-A%20Murder%20In%20Room%208.jpg,https://open.spotify.com/track/43pjvRlhEZGjGyPOXcECIk,https://music.apple.com/us/song/a-murder-n-room-8/252431024
2025-09-28,Return of the Boom Bap,KRS-One,#37,,"154,497,702",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/KRS-One-%20Return%20of%20the%20Boom%20Bap.jpg,https://open.spotify.com/album/64ub4SfdC8wvPjdUXw8QY9,https://music.apple.com/ke/album/return-of-the-boom-bap/267251596
2025-09-28,Rehab,Lecrae,#17,,"15,549,365",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Lecrae-%20Rehab.jpg,https://open.spotify.com/album/4oWfhNbIfILhtXwOOOrtNd,https://music.apple.com/us/album/rehab/1533142052
2025-09-28,Gnar Lif3,Lil Gnar,,,"67,777,135",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Lil%20Gnar-%20Gnar%20Lif3.jpg,https://open.spotify.com/album/1o8t8m8ZNtmXVz37h9w38v,https://music.apple.com/ke/album/gnar-lif3/1711610633
2025-09-28,Tha Carter V,Lil Wayne,#1,Gold,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Lil%20Wayne-%20Tha%20Carter%20V.jpeg,https://open.spotify.com/album/50yFYgKdwJANZ5O9MIbMkg,https://music.apple.com/us/album/tha-carter-v-deluxe/1532426627
2025-09-28,Young Sinatra IV,Logic,#2,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/YoungSinatraIV.jpg,,https://music.apple.com/us/album/ysiv/1437034675
2025-09-28,Here Come the Lords,Lords of the Underground,#66,,"86,028,809",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Here_Come_the_Lords.jpg,https://open.spotify.com/album/15nPVESpZNf0QBRwu2sMbI,https://music.apple.com/us/album/here-come-the-lords/723914684
2025-09-28,Rapper Gone Bad,Mac Dre,#49,,"3,321,687",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20September%20Album/September_28/Mac%20Dre-%20Rapper%20Gone%20Bad.jpg,https://open.spotify.com/track/5Yc03jJ6mVZNNQ9CGghh8b,https://music.apple.com/us/album/rapper-gone-bad/1604040631
