release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-11-06,Power & Passion,Mr. Muthafuckin eXquire,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_6/Power%20&%20Passion.jpg,https://open.spotify.com/album/6L09PiImelxi1s4L6PuWp5,
2025-11-06,The Greatest Story Never Told Chapter 2: Bread and Circuses,Saigon,#189,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_6/Saigon_TGSNT2.jpg,https://open.spotify.com/album/3XtQQtpmH99LFv4U1XyYQQ,https://music.apple.com/us/album/the-greatest-story-never-told-chapter-2-bread-and-circuses/569044753
2025-11-06,Broke with Expensive Taste,Azealia Banks,#30,,"618,492,249",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_6/Azealia_Banks_-_Broke_With_Expensive_Taste.png,https://open.spotify.com/album/6hORzuqVAquk6Szm1NRoRt,https://music.apple.com/us/album/broke-with-expensive-taste/1702932338
2025-11-06,Indie 500,Talib Kweli & 9th Wonder,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_6/Talib%20Kweli%20&%209th%20Wonder-Indie%20500.jpg,,
2025-11-07,Done by the Forces of Nature,Jungle Brothers,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Jungle%20Brothers-%20Done%20by%20the%20Forces%20of%20Nature.jpg,https://open.spotify.com/album/5FCNQAQLw46CKYbv0n2H6V,https://music.apple.com/us/album/done-by-the-forces-of-nature/357842261
2025-11-07,All Hail the Queen,Queen Latifah,#124,,"9,548,857",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Queen%20Latifah-%20All%20Hail%20the%20Queen.jpg,https://open.spotify.com/album/6Agl4DVuihiDPuxuN1L8Jv,https://music.apple.com/us/album/all-hail-the-queen/1604634098
2025-11-07,Game Related,The Click,#21,Gold,"15,082,665",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/The%20Click-%20Game%20Related.jpg,https://open.spotify.com/album/7LCvaSbiF8VuKfWx0979NL,https://music.apple.com/us/album/game-related/401414614
2025-11-07,"Gangsta's Paradise",Coolio,#9,Platinum,"2,268,239,768","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Coolio-Gangsta's_Paradise.jpg",https://open.spotify.com/album/0BJYNipGyMrw4ngKDJXzXZ,https://music.apple.com/us/album/gangstas-paradise/1604645496
2025-11-07,Double or Nothing,Erick Sermon,#35,Gold,"1,635,937",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Double_or_Nothing.jpg,https://open.spotify.com/album/4aHeKJWUCmVuGkyuvAhwOF,https://music.apple.com/us/album/double-or-nothing/1442864760
2025-11-07,"The Mix Tape, Vol. 1",Funkmaster Flex,#108,Gold,"245,755","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Funkmaster%20Flex-%20The%20Mix%20Tape,%20Vol.%201.jpg",https://open.spotify.com/album/2fGwaVvPhM1RazJi8J1Siy,https://music.apple.com/us/album/funkmaster-flex-presents-the-mix-tape-vol-1/304715036
2025-11-07,Soul Food,Goodie Mob,#45,Gold,"57,494,556",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Goodie%20Mob-%20Soul%20Food.jpg,https://open.spotify.com/album/6cKgDS8oVcCNw9EjQf66er,https://music.apple.com/us/album/soul-food/298575031
2025-11-07,Liquid Swords,GZA,#9,Gold,"325,527,895",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Liquidswords.png,https://open.spotify.com/album/3k8xoyOXkGgZxUKgpmxz4P,https://music.apple.com/us/album/liquid-swords/1440835438
2025-11-07,Strait Zooism,Poison Clan,,,"327,061",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Poison%20Clan-%20Strait%20Zooism.jpg,,https://music.apple.com/us/album/strait-zooism-feat-rufftown-mob/296816680
2025-11-07,I Need Drugs,Necro,,,"40,095,765",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Necro-%20I%20Need%20Drugs.jpg,https://open.spotify.com/album/0nhq8i1JBSar6bSH9if45z,https://music.apple.com/us/album/i-need-drugs/402097844
2025-11-07,Ride wit Us or Collide wit Us,Outlawz,,,"423,342",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Ride%20wit%20Us%20or%20Collide%20wit%20Us.jpg,https://open.spotify.com/album/7ArQXlJXmOSqbH8uhXF6Lz,https://music.apple.com/us/album/ride-wit-us-or-collide-wit-us/331319859
2025-11-07,Plain Rap,The Pharcyde,#157,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/PlainRap.jpg,,
2025-11-07,"Punch n' Words",Punchline & Wordsworth,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/PunchNWords.jpg,,
2025-11-07,Everready (The Religion),Tech N9ne,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/Everready%20(The%20Religion).jpg,,https://music.apple.com/us/album/everready/719583219
2025-11-07,The Format,AZ,,,"68,682,787",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/November%20Album/November_7/AZ-%20The%20Format.jpg,https://open.spotify.com/album/7izVYE6Opop1GmEuRNpJfF,https://music.apple.com/us/album/the-format-special-edition/1468497478
