release_date,title,artist,ranking,certification,streams,image,spotify,apple
2025-05-04,SlaughtaHouse,Masta Ace Incorporated,#134,,"13,422,220",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Masta%20Ace%20Slaughtahouse%20Sm%20Advert.jpg,https://open.spotify.com/album/27RIMpqEf23c22F1AIp5pl?si=5867361e45fe42f9,https://music.apple.com/us/album/slaughtahouse/1443812448
2025-05-04,Which Doobie U B?,Funkdoobiest,#56,,"8,075,807",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Funkdoobiest-%20Which%20Doobie%20U%20B.jpg,https://open.spotify.com/album/5jYpg4w1YZtdv9dYMArJ1b?si=868f702ce3a34c38,https://music.apple.com/us/album/which-doobie-u-b/181505733
2025-05-04,Kill My Landlord,The Coup,,,"1,746,031",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/The%20Coup-%20Kill%20My%20Landlord.jpeg,https://open.spotify.com/album/1xpDs7lutApjf8RbKFFTql?si=57b785db19224232,https://music.apple.com/us/album/kill-my-landlord/1649192347
2025-05-04,Trendz,Trends of Culture,,,"290,959",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Trendz_1993.jpg,https://open.spotify.com/album/0QMzI7FkSKcbHKR042j9H6?si=506841260de948bb,https://music.apple.com/us/album/trendz/1443475604
2025-05-04,"First Come, First Served",Kool Keith,,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/First_Come,_First_Serve.jpg",,
2025-05-04,"What's Wrong with Bill?",Ill Bill,,,"6,271,821","https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Ill%20Bill-%20What's%20Wrong%20with%20Bill.jpeg",https://open.spotify.com/album/4QihrzvhkPR9Qy9EqB7ckQ?si=8bd524f844b24a45,https://music.apple.com/us/album/whats-wrong-with-bill/1692155498
2025-05-04,"Uni-5: The World's Enemy",Bone Thugs-N-Harmony,#14,,,"https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Bone_Thugs-n-Harmony_-_Uni5_The_World's_Enemy.png",https://open.spotify.com/album/3M9USoTFui4XtKlFsaieGQ?si=6681f7e843e34027,https://music.apple.com/us/album/uni5-the-worlds-enemy/368558077
2025-05-04,Ten Toes Down,8Ball & MJG,#36,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/8ball-mjg-ten-toes-down.jpg,https://open.spotify.com/album/2jYLcgMHsaVrGMVRW3oqC6?si=23682c8d521741b1,https://music.apple.com/us/album/ten-toes-down/368452668
2025-05-04,The Quixotic,Ayatollah,,,"104,243",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Ayatollah-%20The%20Quixotic.jpeg,https://open.spotify.com/album/1cPEcqRCACMNgfbKJv1lzK?si=55d1aad04f314fb4,https://music.apple.com/us/album/the-quixotic/369017825
2025-05-04,"Amazin'",Trina,#13,,"7,145,751",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Trina-Amazin.jpg,https://open.spotify.com/album/4WXN9CA98cXtyFBxqLcFnH?si=a6cfb81691624f42,https://music.apple.com/us/album/amazin/1741819087
2025-05-04,The Only & Only,Lil Cuete,,,"2,670,052",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Lil%20Cuete-%20The%20Only%20&%20Only.jpg,https://open.spotify.com/album/6xghlNiV9eryP6Uaul6MOZ?si=ed072853c5654307,https://music.apple.com/us/album/the-only-only/370700370
2025-05-04,The Humble & Low,Lastchild,,,"52,616",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Lastchild-%20The%20Humble%20&%20Low.jpeg,https://open.spotify.com/album/7f6aqfTEUb1JbZ9XktCcNu?si=8d2ce46051de4119,https://music.apple.com/us/album/the-humble-low-ep/433300889
2025-05-04,The Tonite Show,eMC,#1,Platinum,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/eMC-%20The%20Tonite%20Show.jpg,https://open.spotify.com/album/3W50pgGWoaGeNOIS8qMMnP?si=f3c87ddfcf514616,https://music.apple.com/us/album/the-tonite-show/1354782767
2025-05-04,Integrity>,JME,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Integrity_cover.jpg,https://open.spotify.com/album/3soASrCrL6FzsG1MsB2zHG?si=102d233075ef4a1e,https://music.apple.com/us/album/integrity/1168969548
2025-05-04,Je suis une légende,Mac Tyer,,,,https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Mac%20Tyer.jpg,https://open.spotify.com/album/5svXabpyqDp8JX6UATRgiH?si=a8f7c8a00c6c4920,https://music.apple.com/us/album/je-suis-une-l%C3%A9gende/1444204605
2025-05-04,Special Effects,Tech N9ne,#4,,"312,022,386",https://eqwromenzktewzvimljl.supabase.co/storage/v1/object/public/music_app/All%20May%20Album/May_4/Tech_N9ne_Special_Effects.jpg,https://open.spotify.com/album/63uxYglJtSneGlHf5MKWfl?si=eqSsaNoLQZKhEhS_EKFWTg,https://music.apple.com/us/album/special-effects/979703120
